words,p-val
bad,50.11454103979312
worst,45.25420714644768
great,-40.08859432456194
waste,33.48634497115611
awful,32.93905799354878
terrible,31.068997630929424
excellent,-30.383120436171605
best,-28.370492302792623
no,26.53202268155509
waste time,26.325328913553182
poor,25.89524751171146
horrible,25.690808272509898
boring,25.503909583166184
worse,25.50138678734988
nothing,25.36917211787618
minutes,25.097839997811217
wonderful,-24.541526410504616
even,24.341680275348743
stupid,23.5875150006469
plot,23.1691807267035
love,-22.69875213513614
acting,22.67400152267626
at all,22.026896896041855
script,21.588284835937905
crap,21.549804201738706
so bad,21.52771998401895
money,21.26786021595714
perfect,-20.72670274922341
amazing,-20.397941607101586
poorly,20.153236859071466
supposed,19.866537758454637
worst movie,19.81405576499993
well,-19.49904537391351
just,19.475248332584215
wasted,19.412148515194577
superb,-19.27731348833167
ridiculous,19.266770081427765
supposed to,19.245800965513233
also,-19.13802098079359
beautiful,-18.881004396648102
very,-18.581758094010155
avoid,18.494029842291834
lame,18.486128243051954
pathetic,18.376630373818728
brilliant,-18.332277486720983
annoying,18.165331447371514
could,18.036901070074098
movie,18.015072524688765
not even,17.884084058812686
favorite,-17.828163322409072
only,17.75838442501999
cheap,17.70158451836218
loved,-17.5868077103764
must see,-17.53466638405016
thing,17.332138306950405
pointless,17.276315765480454
bad acting,17.240527119288537
dull,17.05081994541287
why,16.795637670876303
badly,16.792767665934566
fantastic,-16.77418431572185
to be,16.70729014608139
life,-16.597501345148054
make,16.52456723768472
laughable,16.436624973405035
bad movie,16.39159582662053
mess,16.299323609275177
today,-16.163836457777215
there,16.147616280694166
save,16.092484699664926
oh,16.037911899896578
instead,15.984932104606278
very well,-15.844186400256113
couldn,15.76237603511192
fails,15.737316014294636
years,-15.726579307833141
heart,-15.695500029452313
any,15.669516554448135
highly,-15.541695511210555
worst movies,15.526782088381651
really bad,15.445110946129985
how bad,15.43986305748939
garbage,15.381269765990552
in,-15.30486414672451
to make,15.250075276904733
unless,15.249360015939626
as,-15.244449745786376
performance,-15.241944659944085
touching,-15.218547266043759
off,15.21424830259192
redeeming,15.096197162748163
don waste,15.059161675794476
always,-15.032782066201255
enjoyed,-15.014369148972067
performances,-14.995335769850307
predictable,14.873994666149507
beautifully,-14.750858383352792
worst film,14.739532574071603
both,-14.541299111016238
attempt,14.509574768180773
don,14.481571003373965
family,-14.475651381072153
looks like,14.440612181114918
there no,14.435527926430561
not funny,14.381488425393412
be,14.360591902128665
didn,14.346512357558234
looks,14.244958151850614
decent,14.213392069624216
world,-14.157824173268715
will,-14.115378324631886
definitely,-14.092219700216392
reason,14.068967971780932
10 10,-14.029816753684354
well worth,-13.889408278387371
highly recommend,-13.805946552146752
idea,13.786267091053265
different,-13.779719692923345
sit through,13.774050380535412
perfectly,-13.733484285323527
could been,13.676582972150044
outstanding,-13.663953717907338
job,-13.662064037487319
still,-13.65465792138518
least,13.64037370995013
nothing to,13.633681419582869
greatest,-13.588437389854004
as well,-13.544292283740985
sucks,13.53945619389235
very good,-13.536234161957518
not worth,13.495266781397772
or,13.435744864984994
unfortunately,13.412176268707562
lives,-13.341026627397271
wonderfully,-13.314450023910599
great movie,-13.2956534470755
hilarious,-13.278723981251442
bother,13.262162684003775
each,-13.19596413513669
young,-13.153554818668965
whatsoever,13.117826003864023
no sense,13.105415003185835
great job,-13.086341381241974
disappointing,13.057518711071937
half,12.97084756911717
excuse,12.966850434155786
would,12.962870963100096
sorry,12.94474216406886
worse than,12.942677398255968
strong,-12.935290252311425
even worse,12.92740174938197
weak,12.913392767706949
unique,-12.87238282409855
trash,12.815108025326674
terrific,-12.814157642658742
be worst,12.78562931327292
war,-12.783802503860601
anything,12.74982671430324
not,12.746956873736167
well done,-12.745045907419634
ever seen,12.677063762038289
well as,-12.675834434442411
unfunny,12.655534205434243
great film,-12.650483892946026
then,12.598223729697139
disappointment,12.582624997104016
fun,-12.526154761620923
powerful,-12.521508927823133
ok,12.50035301709975
mean,12.464085132122488
true,-12.42256457643419
absolutely no,12.39592084411402
dumb,12.309207042406019
highly recommended,-12.305629148030093
do,12.28176295954194
so,12.264739271489734
look like,12.234984127983404
bad as,12.1833131296403
rubbish,12.170332793668766
unbelievable,12.12276638756533
atrocious,12.102470846439923
all costs,12.076816024735503
but just,12.070542768557385
at least,12.066029674125868
shows,-12.051401636134488
no plot,12.04251027713613
should,12.04160703100679
gem,-12.026141521858523
dreadful,12.02095026185882
refreshing,-11.999908147453711
recommend,-11.992544520862
bad that,11.985485016870358
low,11.984539531414116
amateurish,11.962725393808215
wooden,11.962381119099337
especially,-11.942980124930685
very bad,11.927736768373116
looked,11.91745737718097
someone,11.91570500294308
bad movies,11.915419035219553
moving,-11.909666905823926
story,-11.892663167734309
enjoyable,-11.879260283565795
guy,11.854246847343921
painful,11.846887984910582
as bad,11.813030224552723
worst films,11.808272547670779
costs,11.802077068053949
don even,11.770887346723532
money on,11.752411808966725
masterpiece,-11.734738279038652
that bad,11.73097263375677
just plain,11.72494440758856
joke,11.705224762568639
incredible,-11.687799872042566
effects,11.656558115900218
tedious,11.650666306270526
fake,11.640353964021278
only good,11.631362441167093
with great,-11.61502330421654
actually,11.613355618251216
awesome,-11.589231977803394
bad but,11.558004279864427
attempt at,11.524825815602124
own,-11.50150120633022
like,11.48795610200361
there nothing,11.444060884759978
budget,11.442619680599217
acting bad,11.416051733145988
piece crap,11.406082722383621
wasting,11.404170743911894
dialogue,11.393771998873689
none,11.373900201411555
mediocre,11.363171351607265
trying,11.359932417267238
gives,-11.354786241020353
beauty,-11.327809404140595
flat,11.321578392689238
well written,-11.319963839815633
plain,11.294079844985957
waste money,11.24734645999948
write,11.228873005024179
insult,11.22559275407279
subtle,-11.223013981406265
wasn,11.220832752510967
uninteresting,11.20117160574967
classic,-11.134580719674167
music,-11.125542230068735
emotions,-11.066052259874061
seemed,11.049736424475785
lousy,11.02719835297058
brilliantly,-10.947714687759824
bunch,10.927444064773468
pile,10.906957908272119
funniest,-10.906227438731053
finest,-10.88862189534317
total,10.851919549451546
on dvd,-10.836305512469663
loved movie,-10.769128836396957
tried,10.762630633082445
failed,10.74111137035682
underrated,-10.727831362514317
to sit,10.72302526957637
enjoy,-10.70582438006295
bored,10.704203974693955
guess,10.69476292185605
cliche,10.685038257961152
simple,-10.684769494670732
performance as,-10.655919510335115
series,-10.65364174551188
role,-10.61856638889489
wrong,10.612753085780295
be funny,10.597153599073808
bad br,10.585349770671003
complete,10.578808711892535
only reason,10.578284473543436
insult to,10.569063003192943
love movie,-10.520770187848408
if,10.513479732088218
as if,10.509150590031272
complex,-10.496056266653294
realistic,-10.471105282144794
hour,10.452490400008985
fascinating,-10.448225684661258
stinker,10.418777410080073
completely,10.41577092762882
just bad,10.410029671601606
oscar,-10.403601235894339
bland,10.4003090831385
embarrassing,10.37707287913723
stunning,-10.317221567674641
better,10.304236662606753
pretty,10.27139829679774
captures,-10.257864447088682
recommended,-10.25764769126543
avoid at,10.245375607649171
terrible movie,10.236487177534261
lack,10.231351634697667
existent,10.229269125535925
unwatchable,10.211316813967445
human,-10.141779397961043
unconvincing,10.139553061892366
bad film,10.126662882806157
delightful,-10.12360465075884
rare,-10.106352928620097
been,10.105568003862064
would been,10.096694193128707
definitely worth,-10.078762052086972
first time,-10.067734493419975
many,-10.0620567188386
time money,10.049879862482014
can believe,10.026918675920918
non existent,10.026678566104932
not good,10.013266754187896
tears,-9.962621434637093
pretty bad,9.960925956202693
works,-9.957922609324942
painful to,9.953738753004773
hoping,9.943159552132121
problem,9.934781161282311
extraordinary,-9.925346810907126
apparently,9.912910822168103
10 out,-9.900010656340932
nowhere,9.888997502499663
acting terrible,9.881954458645838
only thing,9.879991813110538
something,9.87985900625664
awful movie,9.864003014104402
drama,-9.861421271475875
either,9.861359370642878
favourite,-9.83780970461855
complete waste,9.837638212549637
friendship,-9.8363938054341
cliched,9.835340835965768
very funny,-9.830828764530025
low budget,9.826844773683602
junk,9.792628735484652
barely,9.773240750162953
movie great,-9.769292013205455
supporting,-9.76359365259824
rip off,9.749764384171453
believable,-9.746079084824888
movie bad,9.741133539134731
way too,9.739032288241228
miserably,9.714041990561778
played,-9.694912370945787
journey,-9.687723343943551
sweet,-9.683388022296414
charming,-9.666166478857784
poorly written,9.634776817256887
horribly,9.617769321278983
asleep,9.598152310200414
lacks,9.592760367653275
great as,-9.592533420113389
or something,9.589908983494727
so well,-9.584592560896052
ever,9.571685712291046
except,9.563621397425905
solid,-9.553567921527439
but also,-9.535650006434633
first saw,-9.520758354960707
point,9.511756969511316
attempt to,9.50565834897612
emotional,-9.488873672100494
tries,9.481044575224363
tried to,9.472465672069614
dialog,9.464547384982886
most,-9.46415651139527
remarkable,-9.455045359019138
paid,9.454035767159017
see again,-9.425098463184655
at same,-9.418803051994491
idiotic,9.418250319007063
okay,9.416428731130898
movie just,9.41327736364429
to waste,9.4075198982608
who,-9.40213590235168
trying to,9.399631902807801
god,9.39063699717447
hours life,9.39021659411838
mst3k,9.378329654658653
top notch,-9.374668768291095
fast forward,9.340120324151663
disaster,9.335166735482952
poor acting,9.33277009883932
in love,-9.330736873956553
magnificent,-9.322946304909584
no real,9.316506594282071
to do,9.303880466085793
best movies,-9.294095897526427
else,9.288925178698607
don bother,9.2834602464097
movie terrible,9.268232743777084
zero,9.266766963807019
sucked,9.26232513923334
memorable,-9.25571768934332
stay away,9.254142161858349
favorites,-9.227590643350792
fails to,9.223284395836963
good thing,9.223019727416712
believe,9.195994085796253
same time,-9.180949404372
times,-9.147531251223686
brings,-9.139158021708408
horror,9.12186272560468
genius,-9.11915475481226
excellent film,-9.098303760020693
crappy,9.070701484593124
far worst,9.06883920431146
not waste,9.065657400134375
portrayal,-9.06552833510505
movie ever,9.061361150400055
potential,9.059938477061376
premise,9.056103379207089
acting horrible,9.05360850840539
obviously,9.030673326723589
drivel,9.027324200226738
just awful,9.01506019843604
made,8.997229844152612
appalling,8.991327479168051
excellent as,-8.961948003634424
helps,-8.945553214671959
forgettable,8.94373069264687
absolutely nothing,8.9432236529409
to,8.942052238719999
uninspired,8.921468014526708
gore,8.920669576719936
would be,8.905101250737737
make movie,8.903095985356236
watching,8.896268011519076
pretentious,8.896244782972909
entertaining,-8.896061166920095
perfection,-8.890130219002241
do not,8.888458929814732
remotely,8.875862089118248
may not,-8.87583547918176
why did,8.875748660547155
some worst,8.863314450953645
disappointed,8.848826239526504
had,8.847858905638036
horrible movie,8.842067963695056
some sort,8.837746667283435
horrid,8.836972992343716
terrible acting,8.834619166604067
great acting,-8.826876186210406
doesn,8.820400832446376
cliches,8.800597249022402
appreciated,-8.790910808566649
freedom,-8.779814660507425
often,-8.766188685327961
thing about,8.763897543222127
tale,-8.751562748779369
to begin,8.734587929057236
just not,8.727378667101332
god awful,8.722251399160545
looked like,8.719636797272585
any characters,8.719023289753688
very disappointed,8.714404613538164
adds,-8.708981743851187
ashamed,8.705878832643792
cardboard,8.693733177814932
br avoid,8.68930923360072
liked,-8.6858646324403
personal,-8.66432266413307
can wait,-8.66097360851721
very different,-8.648755039902067
10 minutes,8.647082897138388
society,-8.645572200553572
br worst,8.644036882486773
irritating,8.641247607803066
no reason,8.640055814158023
breathtaking,-8.622267103999452
notch,-8.60131064014842
see,-8.595009969367089
timeless,-8.59258678447132
honestly,8.582994540747098
what waste,8.573289060672597
all ages,-8.563999629744318
unforgettable,-8.55622483048138
acting poor,8.552554307776637
turkey,8.546486724797521
although,-8.546156899526292
edge seat,-8.53950725881694
20 minutes,8.538539069389062
best films,-8.535757950599068
sit,8.53270335502472
seriously,8.531064379960306
bottom,8.52736828569903
no redeeming,8.524765891506362
favorite movies,-8.519240829187101
very poor,8.514299030914321
let,8.509086025649944
might,8.50574163465498
walked out,8.50423415516303
tripe,8.494469541244257
minutes life,8.486484833047559
best movie,-8.483137221381789
continuity,8.474695373265973
camera,8.464880143904843
incoherent,8.463502721544208
edge,-8.451248409053445
downhill,8.447424427168785
horrible acting,8.446537241688423
does great,-8.439248032694206
rip,8.432344888396019
br great,-8.42946041079978
seems,8.4282707192226
probably worst,8.424967347936406
not recommend,8.421108100127396
utter,8.412972534623405
wonderful film,-8.407767637283637
seagal,8.407260287915816
surprised,-8.40248389408273
special effects,8.396764015166324
promising,8.396548272797745
doesn even,8.395188030012568
ve ever,8.390124551450867
relationship,-8.387300991791705
just didn,8.377789514199753
30 minutes,8.375077293424477
that would,8.370594588518415
some kind,8.368215632572499
hours,8.365700743423231
would love,-8.361552795599524
city,-8.357438105167471
did great,-8.35589590302279
that about,8.346991456094168
noir,-8.33550485363245
obvious,8.33536901799393
what point,8.313987673871766
spent,8.311028990933552
pleasantly surprised,-8.310554847622413
dire,8.301243433750727
episodes,-8.300569288668886
bad script,8.285468589999105
unnecessary,8.278245819498656
makes,-8.278082534745447
man,-8.269221139064884
effort,8.263766078054944
gripping,-8.260708878166056
intense,-8.256683616667319
maybe,8.253819715983317
feelings,-8.25193150120708
money back,8.250216909276716
stupidity,8.24851221213977
very enjoyable,-8.24085482413211
very entertaining,-8.239679943744568
piece garbage,8.229429372498368
do with,8.220053265819352
cover,8.205850921537648
flawless,-8.205291813706935
movie so,8.203503469566074
not that,8.20145491059347
all time,-8.176553701471496
that supposed,8.175180173588977
kill,8.169684156928648
didn even,8.159530385294275
ludicrous,8.155260390325566
first rate,-8.153395017076644
john,-8.152831501582794
only redeeming,8.150425765969374
silly,8.143166376409312
but fails,8.140427143643478
what makes,-8.131247158696869
awful film,8.12985487885104
adventure,-8.116990257722842
suck,8.108075387972661
worst ve,8.102203192172885
any sense,8.10070439850257
shows how,-8.099557540397814
thanks,-8.097623514522095
plot holes,8.092777868850929
killer,8.088854039448377
mildly,8.087790402846451
later,-8.079540641982753
dimensional,8.077092538923472
even that,8.07610183715166
marvelous,-8.061892279646663
on edge,-8.05846005156613
going,8.053982605829344
cheesy,8.047281992772369
relate,-8.045768474011142
painfully,8.042195707833397
films,-8.03637967665682
don miss,-8.030680046456968
impressed,-8.02329287003767
experience,-8.022315659344288
isn even,8.0222033949877
to write,8.010627040279987
day,-7.990882112167915
embarrassed,7.9902871341808055
but still,-7.977762072951139
delight,-7.976573827563826
pleasantly,-7.972315227065898
editing,7.963972719587902
adds to,-7.962864894301945
bit,-7.9618525413863495
great performances,-7.959390679036991
ages,-7.957037245550198
paint,7.948579562376932
been good,7.945770035836124
enough,7.935544077105384
that,7.928821054759935
joy,-7.928805400682955
fabulous,-7.927328075634062
unintentional,7.924264429451493
absurd,7.92302491946491
save money,7.915696016880609
rented,7.911795654910991
useless,7.899017895929382
ruined,7.891534091086991
crap br,7.887379165652871
possibly worst,7.883825417238562
perfect as,-7.883081116432959
please don,7.874742862917001
seconds,7.870148113508376
truly awful,7.867440165298025
enjoyed movie,-7.865918645166556
skip,7.855131626605653
where to,7.8546530864244515
because,7.853966150909977
thinking,7.847914433180781
makers,7.845825115280584
basically,7.843279174754656
some,7.8411808692721605
wanted to,7.839897853092058
acting great,-7.832015746434598
excellent movie,-7.828444499344084
isn,7.827043160468926
wasted time,7.823310467995903
easy,-7.820534796128166
otherwise,7.815318827517475
acting awful,7.814572025383145
supposedly,7.812952307098801
inept,7.8114870215457115
contrived,7.810613407569785
awful br,7.805715582005743
recommend to,-7.80409472481762
superbly,-7.8025641786984705
nonsense,7.802376829622402
zombie,7.796941910552425
compelling,-7.793964217663262
hooked,-7.7889454273044665
sat through,7.788474282134523
hell,7.788432908946404
effective,-7.7842718665467165
with no,7.77663087041893
terrible film,7.769581845402028
dvd,-7.768194987781949
stick to,7.7668229440421594
sadness,-7.764554555850733
making,7.74900472501255
those who,-7.7418904622582385
to all,-7.732820793120569
small,-7.730697142738802
thoroughly enjoyed,-7.725674573401297
worst all,7.721560075373071
wasting time,7.7170091171978
blame,7.7118777969874275
good idea,7.708505989213855
roles,-7.705048482140179
why would,7.7010258985455025
utterly,7.700169084670822
so awful,7.6986771141142
ok but,7.697947111509651
producers,7.688453039780969
sex,7.687539049895699
start with,7.68617282065656
relationships,-7.680077829189489
couldn even,7.67973005229512
with bad,7.6769245521835705
just right,-7.676678322631032
so stupid,7.676092901153294
amateur,7.672464734645942
total waste,7.66780541136597
whole,7.666547383652312
walked,7.659559212281965
but,7.658786148932057
bad bad,7.6488364820662476
90 minutes,7.646709033894936
will enjoy,-7.644127262346995
writers,7.642479221346541
just isn,7.637097575009381
acting superb,-7.633838355278231
some best,-7.6323311436508545
lovely,-7.62906852388792
fine,-7.626098422264056
stewart,-7.622899938939958
ways,-7.620160879483453
should been,7.596665730956524
whole movie,7.594864818437278
monster,7.589300472966291
chance,-7.589014763498959
ugly,7.588973125921945
whole thing,7.587784929664567
memories,-7.586424869457354
unrealistic,7.585715743561504
stock footage,7.5834662153207635
relate to,-7.582248719802277
worst acting,7.57628566343485
live,-7.573634463744049
no story,7.567575256445231
seems to,7.566882698409015
matthau,-7.562662116025687
era,-7.560485626847612
wouldn,7.553863555701234
redeeming quality,7.553770716685813
abysmal,7.54445062197031
boredom,7.542680081149282
really great,-7.539177503250655
there absolutely,7.53643182396236
between,-7.532666083772335
laugh at,7.528737021367142
enjoyed film,-7.52676424847752
provoking,-7.526348359580465
just terrible,7.522325942649116
treat,-7.52227931345038
new,-7.521562208514578
also great,-7.5213934497393895
fell asleep,7.521250666549112
actors,7.515578505045403
love with,-7.513521915279607
little to,7.513148520188138
love to,-7.512088568800804
delivers,-7.51164129604367
much better,7.511403531018782
so poorly,7.507351717451814
doesn make,7.5059089910705055
seemed to,7.504570233624238
zombies,7.501339594103012
movie worst,7.495432024950548
piece trash,7.493697931166759
minutes into,7.489348627937126
modern,-7.478533524560473
crafted,-7.47414166140189
care about,7.470150082243586
excellently,-7.4670902018042
gorgeous,-7.464158890921878
warm,-7.455730296585746
act,7.4450730555685825
thought provoking,-7.44383992334885
at time,-7.4436784564430125
15 minutes,7.443670619034221
disjointed,7.442307050052154
great story,-7.44086656633213
plays,-7.438692628850488
sat,7.433577397327994
if want,7.429737300698184
lacking,7.428199483599211
bad enough,7.426911078617874
nature,-7.42447184635012
sequel,7.41971333336713
very boring,7.419503543342955
poorly done,7.414204315905954
miscast,7.410170062154862
in entire,7.410004718297981
just doesn,7.408472173018907
so badly,7.404958619140176
thumbs up,-7.404597757393745
natural,-7.403652172317483
tries to,7.399962076812156
romantic,-7.398481463962055
did,7.394791272741693
suppose,7.391680639165607
badly written,7.390358950920333
can even,7.389061606150884
camcorder,7.386694101608471
themes,-7.38448115217158
cast,-7.3841705285178785
even get,7.38133031680885
poorly acted,7.380646652800317
father,-7.377844380959568
writing,7.37500539811767
review,7.372363403291607
horror movie,7.37133062521719
just great,-7.363526801454328
sub par,7.355347440586077
beautiful film,-7.353501033441012
understated,-7.3475048773433365
come on,7.342631036070392
kills,7.336998333304222
be missed,-7.336626502583773
keeps,-7.3333862809251285
on on,7.3326707831645495
extremely well,-7.332380049966411
so boring,7.321347960367438
rest movie,7.314213568141578
supporting cast,-7.313492890823777
worthless,7.306343070005182
nothing more,7.302209667836151
can relate,-7.289211952727709
unlike,-7.283245300561481
two hours,7.282389308930711
no chemistry,7.277684726048445
get,7.275107061435009
again,-7.265695575499621
even worth,7.263958706070103
happiness,-7.255152698638782
well acted,-7.255098972600773
be best,-7.254802439166121
very moving,-7.249655685635261
wonder,7.24808129277552
ed wood,7.247956544281176
shoddy,7.247070056028318
watching movie,7.2455723698826215
quite,-7.240238088167593
rest,7.24019411977075
what hell,7.231157243198907
avoid movie,7.225513271354425
even better,-7.223313480157076
definitely recommend,-7.222964400757935
save yourself,7.219827617882639
should never,7.212194191110876
lacked,7.211015598150594
not worst,7.207637312011088
thing that,7.206711483045642
five minutes,7.206634820724253
unoriginal,7.202362169385541
nudity,7.199021284622744
bothered,7.196053010220308
movie awful,7.192843844274837
boll,7.192032271654215
ridiculously,7.191021022524757
job in,-7.189380203852172
wanted,7.188369727878061
at first,-7.185091231822521
more,-7.183221100478369
best film,-7.180924441701282
thin,7.177884510498285
movie sucks,7.16815117476653
redeeming qualities,7.167868783473902
musical,-7.164743683008046
loved film,-7.158481013573366
below,7.157261486790531
most boring,7.15392852281641
good as,-7.151820502575672
david,-7.148889972268057
be ashamed,7.14781125842361
pleasure,-7.147079627357869
subtitles,-7.138837685192614
excellent job,-7.1381772253336395
movies,7.13529774925538
unintentionally,7.1204135429245605
avoid like,7.1180636154963395
such bad,7.105772663310063
surprisingly,-7.103677367649108
endless,7.101084135875793
insulting,7.100981755261315
performances by,-7.092744038620338
doesn work,7.090851760411078
not watch,7.082626071165713
straight to,7.07883954512451
jimmy,-7.07846662956518
like plague,7.0776381809434845
porn,7.075430650853719
turned off,7.071789079121778
say,7.069372920481279
there just,7.068248502176265
atmosphere,-7.064060190468409
horrendous,7.062321344439155
watchable,7.057701957522857
just wasn,7.054160923679414
but no,7.05179211964318
shots,7.0479299692870185
really enjoyed,-7.047489756839249
grade,7.044353409564987
awful acting,7.041660706691371
shallow,7.041303811203646
appreciate,-7.038877646030064
favorite movie,-7.0269452141364415
episode,-7.02297081221951
best all,-7.022836574523716
wreck,7.022728142354026
soundtrack,-7.019918414035094
please,7.018976913670092
would recommend,-7.017508236517495
neither,7.016490024758974
scientist,7.013446530123002
stay,7.012928987178752
meets,-7.00110139311496
more like,6.997603779722457
accent,6.994083806039725
love story,-6.993750973802116
slasher,6.991528581933324
world war,-6.988573134882444
cgi,6.986972147429073
uwe boll,6.979470602087587
entire movie,6.977440127845303
disgusting,6.97587900401443
first all,6.973554396714644
like watching,6.9734214093671145
name,6.972709559523515
if had,6.968512533129652
like bad,6.963852677526057
life in,-6.956830544947331
worst part,6.956738721526332
looking,6.954755395296728
really good,-6.9487384336797176
but even,6.944611597867074
stinks,6.944571840058215
might been,6.9432170350978195
care,6.942455192420851
renting,6.938108463364123
random,6.936731201789661
also very,-6.936268273444609
be disappointed,-6.935831809527983
boring movie,6.935809823262205
meaningless,6.933242244206766
saving grace,6.930165330191611
scary,6.929369001045249
unusual,-6.928812836780238
perfectly cast,-6.928313381560156
tells,-6.926141939069406
in movie,6.925789807924055
very touching,-6.923809758291773
most annoying,6.922587582403688
movie excellent,-6.922426245782148
not enough,6.919988431583526
fell in,-6.91632347363027
jokes,6.913899405276325
br why,6.910438266455181
flick,6.907468939390628
attempts at,6.9033917760808885
worst ever,6.903300970408251
very real,-6.900869406788791
recently,-6.900283666766351
view,-6.899091223193036
easy to,-6.897738416187723
touched,-6.891453575217975
only saving,6.8874889316970584
growing up,-6.876259112008725
generous,6.873986509236422
boring film,6.871873533977416
below average,6.870784229271299
bad plot,6.869792210030529
poor script,6.869032110051689
will love,-6.8575787086208715
gritty,-6.856019327495949
just stupid,6.8552339718373885
as good,-6.853828662832383
with,-6.848508435408772
with excellent,-6.847739046639354
stock,6.845152541038647
to video,6.837145946620936
be good,6.836649520664172
absolutely loved,-6.834775853392093
inane,6.832250483168826
shines,-6.830364409204789
make any,6.826542310009263
movie could,6.821212034531823
had high,6.817425520971862
touches,-6.816164705304656
uwe,6.815836080727884
embarrassment,6.815062069616595
as worst,6.813931673419928
somebody,6.812885194566545
killed,6.809115398124766
cash in,6.8087465071595465
br highly,-6.805787365066935
lifeless,6.800510771449773
brilliant as,-6.800349423683445
film very,-6.797688276564893
fresh,-6.794760522088029
what thinking,6.792193450003414
wrenching,-6.789861092920618
saying,6.784002938999103
porno,6.783970462636681
nominated,-6.78153747482935
to warn,6.780578558130547
with movie,6.779496294028422
made no,6.777332845840463
joy to,-6.776748323144419
rent,6.776219689774456
true story,-6.763540123929604
feel good,-6.7620313791151005
bad in,6.755436641602029
become,-6.752177043505448
doing,6.751279384757048
lot fun,-6.748680099568177
looking forward,6.748373551030677
sleep,6.7442170065645515
captured,-6.742428055061049
attempts,6.738251050253897
doubt worst,6.7348837274219555
sorry but,6.730302604843524
spectacular,-6.729884887350598
really really,6.728714276023407
nicely,-6.727505569947078
available,-6.715807822299246
really wanted,6.715642553530114
yawn,6.708234276946825
animation,-6.7064226749318285
obnoxious,6.70192737338299
great performance,-6.700745997234732
killing,6.700690493168659
problem with,6.698428322749331
about as,6.697830890543891
not very,6.691591909195091
all great,-6.686602677198604
believe that,6.683833092841261
nothing in,6.683594248181368
performances from,-6.683166575699418
bad actors,6.672496134307171
by,-6.659632011242089
pitiful,6.6589405930158705
forward,6.653561020884247
easily worst,6.651366154196123
still great,-6.648427164605458
to cash,6.64841215905814
french,-6.64247237771507
not be,-6.641902877849126
lines,6.639287923496899
late,-6.638583605803571
didn care,6.632237539501286
repetitive,6.631796139081278
hour half,6.631074981138219
seemed like,6.628607070418643
lovable,-6.627594688550177
sense at,6.622869875024934
winning,-6.617442566258495
